2012-06-20 13:08:14,652 | INFO  |  |  | main | MLog - MLog clients using log4j logging.
2012-06-20 13:20:06,011 | INFO  |  |  | Thread-2 | GameServer - loading class: EarnFreeDiamondsController$1
2012-06-20 13:20:06,016 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: EarnFreeDiamondsController$1.class
2012-06-20 13:20:06,016 | INFO  |  |  | Thread-2 | GameServer - loading class: EarnFreeDiamondsController
2012-06-20 13:20:06,054 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_EARN_FREE_DIAMONDS
2012-06-20 13:20:06,054 | INFO  |  |  | Thread-2 | GameServer - loading class: EnableAPNSController$1
2012-06-20 13:20:06,055 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: EnableAPNSController$1.class
2012-06-20 13:20:06,055 | INFO  |  |  | Thread-2 | GameServer - loading class: EnableAPNSController
2012-06-20 13:20:06,060 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_ENABLE_APNS_EVENT
2012-06-20 13:20:06,060 | INFO  |  |  | Thread-2 | GameServer - loading class: EquipEquipmentController$1
2012-06-20 13:20:06,065 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: EquipEquipmentController$1.class
2012-06-20 13:20:06,065 | INFO  |  |  | Thread-2 | GameServer - loading class: EquipEquipmentController
2012-06-20 13:20:06,071 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_EQUIP_EQUIPMENT_EVENT
2012-06-20 13:20:06,071 | INFO  |  |  | Thread-2 | GameServer - loading class: EventController$1
2012-06-20 13:20:06,071 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: EventController$1.class
2012-06-20 13:20:06,071 | INFO  |  |  | Thread-2 | GameServer - loading class: ExpansionWaitCompleteController$1
2012-06-20 13:20:06,074 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: ExpansionWaitCompleteController$1.class
2012-06-20 13:20:06,074 | INFO  |  |  | Thread-2 | GameServer - loading class: ExpansionWaitCompleteController
2012-06-20 13:20:06,079 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_EXPANSION_WAIT_COMPLETE_EVENT
2012-06-20 13:20:06,079 | INFO  |  |  | Thread-2 | GameServer - loading class: FinishNormStructWaittimeWithDiamondsController$1
2012-06-20 13:20:06,080 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: FinishNormStructWaittimeWithDiamondsController$1.class
2012-06-20 13:20:06,081 | INFO  |  |  | Thread-2 | GameServer - loading class: FinishNormStructWaittimeWithDiamondsController
2012-06-20 13:20:06,085 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_FINISH_NORM_STRUCT_WAITTIME_WITH_DIAMONDS_EVENT
2012-06-20 13:20:06,085 | INFO  |  |  | Thread-2 | GameServer - loading class: GenerateAttackListController$1
2012-06-20 13:20:06,087 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: GenerateAttackListController$1.class
2012-06-20 13:20:06,087 | INFO  |  |  | Thread-2 | GameServer - loading class: GenerateAttackListController
2012-06-20 13:20:06,097 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_GENERATE_ATTACK_LIST_EVENT
2012-06-20 13:20:06,097 | INFO  |  |  | Thread-2 | GameServer - loading class: InAppPurchaseController$1
2012-06-20 13:20:06,107 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: InAppPurchaseController$1.class
2012-06-20 13:20:06,107 | INFO  |  |  | Thread-2 | GameServer - loading class: InAppPurchaseController
2012-06-20 13:20:06,116 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_IN_APP_PURCHASE_EVENT
2012-06-20 13:20:06,116 | INFO  |  |  | Thread-2 | GameServer - loading class: LevelUpController$1
2012-06-20 13:20:06,117 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: LevelUpController$1.class
2012-06-20 13:20:06,117 | INFO  |  |  | Thread-2 | GameServer - loading class: LevelUpController
2012-06-20 13:20:06,123 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_LEVEL_UP_EVENT
2012-06-20 13:20:06,123 | INFO  |  |  | Thread-2 | GameServer - loading class: LoadNeutralCityController$1
2012-06-20 13:20:06,125 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: LoadNeutralCityController$1.class
2012-06-20 13:20:06,125 | INFO  |  |  | Thread-2 | GameServer - loading class: LoadNeutralCityController
2012-06-20 13:20:06,131 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_LOAD_NEUTRAL_CITY_EVENT
2012-06-20 13:20:06,131 | INFO  |  |  | Thread-2 | GameServer - loading class: LoadPlayerCityController$1
2012-06-20 13:20:06,132 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: LoadPlayerCityController$1.class
2012-06-20 13:20:06,132 | INFO  |  |  | Thread-2 | GameServer - loading class: LoadPlayerCityController
2012-06-20 13:20:06,137 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_LOAD_PLAYER_CITY_EVENT
2012-06-20 13:20:06,137 | INFO  |  |  | Thread-2 | GameServer - loading class: MoveOrRotateNormStructureController$1
2012-06-20 13:20:06,139 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: MoveOrRotateNormStructureController$1.class
2012-06-20 13:20:06,139 | INFO  |  |  | Thread-2 | GameServer - loading class: MoveOrRotateNormStructureController
2012-06-20 13:20:06,146 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_MOVE_OR_ROTATE_NORM_STRUCTURE_EVENT
2012-06-20 13:20:06,146 | INFO  |  |  | Thread-2 | GameServer - loading class: NormStructWaitCompleteController$1
2012-06-20 13:20:06,150 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: NormStructWaitCompleteController$1.class
2012-06-20 13:20:06,150 | INFO  |  |  | Thread-2 | GameServer - loading class: NormStructWaitCompleteController
2012-06-20 13:20:06,178 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_NORM_STRUCT_WAIT_COMPLETE_EVENT
2012-06-20 13:20:06,178 | INFO  |  |  | Thread-2 | GameServer - loading class: PostOnPlayerWallController$1
2012-06-20 13:20:06,180 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: PostOnPlayerWallController$1.class
2012-06-20 13:20:06,180 | INFO  |  |  | Thread-2 | GameServer - loading class: PostOnPlayerWallController
2012-06-20 13:20:06,185 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_POST_ON_PLAYER_WALL
2012-06-20 13:20:06,185 | INFO  |  |  | Thread-2 | GameServer - loading class: PostToMarketplaceController$1
2012-06-20 13:20:06,187 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: PostToMarketplaceController$1.class
2012-06-20 13:20:06,187 | INFO  |  |  | Thread-2 | GameServer - loading class: PostToMarketplaceController
2012-06-20 13:20:06,192 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_POST_TO_MARKETPLACE_EVENT
2012-06-20 13:20:06,192 | INFO  |  |  | Thread-2 | GameServer - loading class: PurchaseCityExpansionController$1
2012-06-20 13:20:06,193 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: PurchaseCityExpansionController$1.class
2012-06-20 13:20:06,194 | INFO  |  |  | Thread-2 | GameServer - loading class: PurchaseCityExpansionController
2012-06-20 13:20:06,198 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_PURCHASE_CITY_EXPANSION_EVENT
2012-06-20 13:20:06,199 | INFO  |  |  | Thread-2 | GameServer - loading class: PurchaseFromMarketplaceController$1
2012-06-20 13:20:06,200 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: PurchaseFromMarketplaceController$1.class
2012-06-20 13:20:06,200 | INFO  |  |  | Thread-2 | GameServer - loading class: PurchaseFromMarketplaceController
2012-06-20 13:20:06,206 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_PURCHASE_FROM_MARKETPLACE_EVENT
2012-06-20 13:20:06,206 | INFO  |  |  | Thread-2 | GameServer - loading class: PurchaseMarketplaceLicenseController$1
2012-06-20 13:20:06,208 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: PurchaseMarketplaceLicenseController$1.class
2012-06-20 13:20:06,208 | INFO  |  |  | Thread-2 | GameServer - loading class: PurchaseMarketplaceLicenseController
2012-06-20 13:20:06,213 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_PURCHASE_MARKETPLACE_LICENSE_EVENT
2012-06-20 13:20:06,213 | INFO  |  |  | Thread-2 | GameServer - loading class: PurchaseNormStructureController$1
2012-06-20 13:20:06,214 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: PurchaseNormStructureController$1.class
2012-06-20 13:20:06,214 | INFO  |  |  | Thread-2 | GameServer - loading class: PurchaseNormStructureController
2012-06-20 13:20:06,218 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_PURCHASE_NORM_STRUCTURE_EVENT
2012-06-20 13:20:06,218 | INFO  |  |  | Thread-2 | GameServer - loading class: QuestAcceptController$1
2012-06-20 13:20:06,219 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: QuestAcceptController$1.class
2012-06-20 13:20:06,219 | INFO  |  |  | Thread-2 | GameServer - loading class: QuestAcceptController
2012-06-20 13:20:06,224 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_QUEST_ACCEPT_EVENT
2012-06-20 13:20:06,224 | INFO  |  |  | Thread-2 | GameServer - loading class: QuestRedeemController$1
2012-06-20 13:20:06,225 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: QuestRedeemController$1.class
2012-06-20 13:20:06,225 | INFO  |  |  | Thread-2 | GameServer - loading class: QuestRedeemController
2012-06-20 13:20:06,231 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_QUEST_REDEEM_EVENT
2012-06-20 13:20:06,231 | INFO  |  |  | Thread-2 | GameServer - loading class: RedeemMarketplaceEarningsController$1
2012-06-20 13:20:06,233 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: RedeemMarketplaceEarningsController$1.class
2012-06-20 13:20:06,233 | INFO  |  |  | Thread-2 | GameServer - loading class: RedeemMarketplaceEarningsController
2012-06-20 13:20:06,238 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_REDEEM_MARKETPLACE_EARNINGS_EVENT
2012-06-20 13:20:06,238 | INFO  |  |  | Thread-2 | GameServer - loading class: RefillStatWaitCompleteController$1
2012-06-20 13:20:06,239 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: RefillStatWaitCompleteController$1.class
2012-06-20 13:20:06,239 | INFO  |  |  | Thread-2 | GameServer - loading class: RefillStatWaitCompleteController
2012-06-20 13:20:06,244 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_REFILL_STAT_WAIT_COMPLETE_EVENT
2012-06-20 13:20:06,244 | INFO  |  |  | Thread-2 | GameServer - loading class: RefillStatWithDiamondsController$1
2012-06-20 13:20:06,246 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: RefillStatWithDiamondsController$1.class
2012-06-20 13:20:06,246 | INFO  |  |  | Thread-2 | GameServer - loading class: RefillStatWithDiamondsController
2012-06-20 13:20:06,253 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_REFILL_STAT_WITH_DIAMONDS_EVENT
2012-06-20 13:20:06,254 | INFO  |  |  | Thread-2 | GameServer - loading class: RetractMarketplacePostController$1
2012-06-20 13:20:06,256 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: RetractMarketplacePostController$1.class
2012-06-20 13:20:06,256 | INFO  |  |  | Thread-2 | GameServer - loading class: RetractMarketplacePostController
2012-06-20 13:20:06,260 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_RETRACT_POST_FROM_MARKETPLACE_EVENT
2012-06-20 13:20:06,260 | INFO  |  |  | Thread-2 | GameServer - loading class: RetrieveCurrencyFromNormStructureController$1
2012-06-20 13:20:06,262 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: RetrieveCurrencyFromNormStructureController$1.class
2012-06-20 13:20:06,262 | INFO  |  |  | Thread-2 | GameServer - loading class: RetrieveCurrencyFromNormStructureController
2012-06-20 13:20:06,271 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_RETRIEVE_CURRENCY_FROM_NORM_STRUCTURE_EVENT
2012-06-20 13:20:06,271 | INFO  |  |  | Thread-2 | GameServer - loading class: RetrieveCurrentMarketplacePostsController$1
2012-06-20 13:20:06,272 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: RetrieveCurrentMarketplacePostsController$1.class
2012-06-20 13:20:06,272 | INFO  |  |  | Thread-2 | GameServer - loading class: RetrieveCurrentMarketplacePostsController
2012-06-20 13:20:06,281 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_RETRIEVE_CURRENT_MARKETPLACE_POSTS_EVENT
2012-06-20 13:20:06,281 | INFO  |  |  | Thread-2 | GameServer - loading class: RetrievePlayerWallPostsController$1
2012-06-20 13:20:06,282 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: RetrievePlayerWallPostsController$1.class
2012-06-20 13:20:06,283 | INFO  |  |  | Thread-2 | GameServer - loading class: RetrievePlayerWallPostsController
2012-06-20 13:20:06,287 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_RETRIEVE_PLAYER_WALL_POSTS
2012-06-20 13:20:06,287 | INFO  |  |  | Thread-2 | GameServer - loading class: RetrieveStaticDataController$1
2012-06-20 13:20:06,289 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: RetrieveStaticDataController$1.class
2012-06-20 13:20:06,289 | INFO  |  |  | Thread-2 | GameServer - loading class: RetrieveStaticDataController
2012-06-20 13:20:06,304 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_RETRIEVE_STATIC_DATA_EVENT
2012-06-20 13:20:06,304 | INFO  |  |  | Thread-2 | GameServer - loading class: RetrieveStaticDataForShopController$1
2012-06-20 13:20:06,309 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: RetrieveStaticDataForShopController$1.class
2012-06-20 13:20:06,309 | INFO  |  |  | Thread-2 | GameServer - loading class: RetrieveStaticDataForShopController
2012-06-20 13:20:06,315 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_RETRIEVE_STATIC_DATA_FOR_SHOP_EVENT
2012-06-20 13:20:06,315 | INFO  |  |  | Thread-2 | GameServer - loading class: RetrieveUserEquipForUserController$1
2012-06-20 13:20:06,316 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: RetrieveUserEquipForUserController$1.class
2012-06-20 13:20:06,316 | INFO  |  |  | Thread-2 | GameServer - loading class: RetrieveUserEquipForUserController
2012-06-20 13:20:06,322 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_RETRIEVE_USER_EQUIP_FOR_USER
2012-06-20 13:20:06,322 | INFO  |  |  | Thread-2 | GameServer - loading class: RetrieveUsersForUserIdsController$1
2012-06-20 13:20:06,324 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: RetrieveUsersForUserIdsController$1.class
2012-06-20 13:20:06,324 | INFO  |  |  | Thread-2 | GameServer - loading class: RetrieveUsersForUserIdsController
2012-06-20 13:20:06,329 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_RETRIEVE_USERS_FOR_USER_IDS_EVENT
2012-06-20 13:20:06,329 | INFO  |  |  | Thread-2 | GameServer - loading class: SellNormStructureController$1
2012-06-20 13:20:06,330 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: SellNormStructureController$1.class
2012-06-20 13:20:06,330 | INFO  |  |  | Thread-2 | GameServer - loading class: SellNormStructureController
2012-06-20 13:20:06,336 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_SELL_NORM_STRUCTURE_EVENT
2012-06-20 13:20:06,336 | INFO  |  |  | Thread-2 | GameServer - loading class: StartupController$1
2012-06-20 13:20:06,338 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: StartupController$1.class
2012-06-20 13:20:06,338 | INFO  |  |  | Thread-2 | GameServer - loading class: StartupController
2012-06-20 13:20:06,348 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_STARTUP_EVENT
2012-06-20 13:20:06,348 | INFO  |  |  | Thread-2 | GameServer - loading class: TaskActionController$1
2012-06-20 13:20:06,349 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: TaskActionController$1.class
2012-06-20 13:20:06,349 | INFO  |  |  | Thread-2 | GameServer - loading class: TaskActionController
2012-06-20 13:20:06,360 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_TASK_ACTION_EVENT
2012-06-20 13:20:06,360 | INFO  |  |  | Thread-2 | GameServer - loading class: UpgradeNormStructureController$1
2012-06-20 13:20:06,361 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: UpgradeNormStructureController$1.class
2012-06-20 13:20:06,361 | INFO  |  |  | Thread-2 | GameServer - loading class: UpgradeNormStructureController
2012-06-20 13:20:06,370 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_UPGRADE_NORM_STRUCTURE_EVENT
2012-06-20 13:20:06,370 | INFO  |  |  | Thread-2 | GameServer - loading class: UserCreateController$1
2012-06-20 13:20:06,371 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: UserCreateController$1.class
2012-06-20 13:20:06,371 | INFO  |  |  | Thread-2 | GameServer - loading class: UserCreateController
2012-06-20 13:20:06,377 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_USER_CREATE_EVENT
2012-06-20 13:20:06,377 | INFO  |  |  | Thread-2 | GameServer - loading class: UserQuestDetailsController$1
2012-06-20 13:20:06,378 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: UserQuestDetailsController$1.class
2012-06-20 13:20:06,378 | INFO  |  |  | Thread-2 | GameServer - loading class: UserQuestDetailsController
2012-06-20 13:20:06,385 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_USER_QUEST_DETAILS_EVENT
2012-06-20 13:20:06,385 | INFO  |  |  | Thread-2 | GameServer - loading class: UseSkillPointController$1
2012-06-20 13:20:06,387 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: UseSkillPointController$1.class
2012-06-20 13:20:06,387 | INFO  |  |  | Thread-2 | GameServer - loading class: UseSkillPointController
2012-06-20 13:20:06,393 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_USE_SKILL_POINT_EVENT
2012-06-20 13:20:06,393 | INFO  |  |  | Thread-2 | GameServer - loading class: VaultController$1
2012-06-20 13:20:06,394 | WARN  |  |  | Thread-2 | GameServer - class file does not extend EventController: VaultController$1.class
2012-06-20 13:20:06,394 | INFO  |  |  | Thread-2 | GameServer - loading class: VaultController
2012-06-20 13:20:06,399 | INFO  |  |  | Thread-2 | GameServer - loaded controller for event: C_VAULT_EVENT
2012-06-20 13:20:06,399 | INFO  |  |  | Thread-2 | GameServer - initServerSocket : Initializing server socket
2012-06-20 13:20:06,417 | INFO  |  |  | Thread-2 | GameServer - binding to address: 10.1.10.10
2012-06-20 13:20:06,453 | INFO  |  |  | Thread-2 | GameServer - ******** GameServer running ********
2012-06-20 13:20:07,677 | DEBUG |  |  | main | CityRetrieveUtils - setting static map of cityIds to city
2012-06-20 13:20:07,739 | DEBUG |  |  | main | DefeatTypeJobRetrieveUtils - setting static map of defeat type job ids to defeat type jobs
2012-06-20 13:20:07,778 | DEBUG |  |  | main | EquipmentRetrieveUtils - setting static map of equipIds to equipment
2012-06-20 13:20:07,999 | DEBUG |  |  | main | QuestRetrieveUtils - setting static quest graph
2012-06-20 13:20:08,196 | DEBUG |  |  | main | QuestRetrieveUtils - setting static map of questIds to quests
2012-06-20 13:20:08,391 | DEBUG |  |  | main | TaskEquipReqRetrieveUtils - setting static map of taskId to equipment/quantity map
2012-06-20 13:20:08,418 | DEBUG |  |  | main | TaskRetrieveUtils - setting static map of cityId to tasks
2012-06-20 13:20:08,469 | DEBUG |  |  | main | TaskRetrieveUtils - setting static map of taskIds to tasks
2012-06-20 13:20:08,518 | DEBUG |  |  | main | UpgradeStructJobRetrieveUtils - setting static map of upgrade struct job id to upgrade struct job
2012-06-20 13:20:08,551 | DEBUG |  |  | main | StructureRetrieveUtils - setting static map of structIds to structs
2012-06-20 13:20:08,589 | DEBUG |  |  | main | PossessEquipJobRetrieveUtils - setting static map of possess equip job id to possess equip job
2012-06-20 13:20:08,621 | DEBUG |  |  | main | LevelsRequiredExperienceRetrieveUtils - setting static map of levels to required experience for levels
2012-06-20 13:20:08,661 | DEBUG |  |  | main | NeutralCityElementsRetrieveUtils - setting static map of city id to neutral city elements for city
2012-06-20 13:20:09,594 | INFO  |  |  | Thread-2 | GameServer - received connection from: /10.1.10.20
2012-06-20 13:20:09,645 | INFO  |  |  | Thread-10 | Attachment - Read event type: C_RETRIEVE_STATIC_DATA_EVENT and size: 18
2012-06-20 13:20:09,699 | DEBUG |  |  | Thread-10 | SelectAndRead - delegate event, new player created and channel set, player:2596, channel: java.nio.channels.SocketChannel[connected local=/10.1.10.10:8888 remote=/10.1.10.20:50161]
2012-06-20 13:20:09,700 | INFO  | 2596 | /10.1.10.20 | RetrieveStaticDataController12 | EventController - Received event: com.lvl6.events.request.RetrieveStaticDataRequestEvent@572022b7
2012-06-20 13:20:09,779 | DEBUG | 2596 | /10.1.10.20 | RetrieveStaticDataController12 | EquipmentRetrieveUtils - retrieving all equipment data
2012-06-20 13:20:09,792 | INFO  |  |  | EventWriter1 | EventWriter - writer received event=com.lvl6.events.response.RetrieveStaticDataResponseEvent@1c04ec59
2012-06-20 13:20:09,792 | INFO  | 2596 | /10.1.10.20 | RetrieveStaticDataController12 | EventController - Finished processing event: com.lvl6.events.request.RetrieveStaticDataRequestEvent@572022b7, took ~0.0 seconds
2012-06-20 13:20:09,796 | INFO  |  |  | EventWriter1 | EventWriter - writing normal event with type=S_RETRIEVE_STATIC_DATA_EVENT to player with id 2596, event=com.lvl6.events.response.RetrieveStaticDataResponseEvent@1c04ec59
2012-06-20 13:20:10,153 | INFO  |  |  | Thread-10 | Attachment - Read event type: C_REFILL_STAT_WAIT_COMPLETE_EVENT and size: 25
2012-06-20 13:20:10,185 | INFO  | 2596 | /10.1.10.20 | RefillStatWaitCompleteController3 | EventController - Received event: com.lvl6.events.request.RefillStatWaitCompleteRequestEvent@6701fa9e
2012-06-20 13:20:10,240 | DEBUG | 2596 | /10.1.10.20 | RefillStatWaitCompleteController3 | UserRetrieveUtils - retrieving user with userId 2596
2012-06-20 13:20:10,325 | ERROR | 2596 | /10.1.10.20 | RefillStatWaitCompleteController3 | RefillStatWaitCompleteController - energy is not ready for refill yet. client time=2012-06-20 13:17:54.001, struct last refilled energy at Wed Jun 20 13:15:14 PDT 2012, num minutes for energy refill =3
2012-06-20 13:20:10,326 | INFO  | 2596 | /10.1.10.20 | RefillStatWaitCompleteController3 | EventController - Finished processing event: com.lvl6.events.request.RefillStatWaitCompleteRequestEvent@6701fa9e, took ~0.0 seconds
2012-06-20 13:20:10,326 | INFO  |  |  | EventWriter1 | EventWriter - writer received event=com.lvl6.events.response.RefillStatWaitCompleteResponseEvent@7291b9b0
2012-06-20 13:20:10,326 | INFO  |  |  | EventWriter1 | EventWriter - writing normal event with type=S_REFILL_STAT_WAIT_COMPLETE_EVENT to player with id 2596, event=com.lvl6.events.response.RefillStatWaitCompleteResponseEvent@7291b9b0
2012-06-20 13:20:14,505 | DEBUG |  |  | Thread-10 | UserRetrieveUtils - retrieving user with userId 2596
2012-06-20 13:20:14,599 | INFO  |  |  | Thread-10 | SelectAndRead - disconnect: /10.1.10.20, end-of-stream
2012-06-20 13:20:16,084 | INFO  |  |  | Thread-2 | GameServer - received connection from: /10.1.10.20
2012-06-20 13:20:16,413 | INFO  |  |  | Thread-10 | Attachment - Read event type: C_STARTUP_EVENT and size: 77
2012-06-20 13:20:16,419 | DEBUG |  |  | Thread-10 | SelectAndRead - new pre-db player, udid: 42d1cadaa64dbf3c3e8133e652a2df06
2012-06-20 13:20:16,419 | INFO  |  |  | StartupController2 | EventController - Received event: com.lvl6.events.request.StartupRequestEvent@4f88f506
2012-06-20 13:20:16,516 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | UserRetrieveUtils - retrieving user with udid 42d1cadaa64dbf3c3e8133e652a2df06
2012-06-20 13:20:16,559 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | UserCityRetrieveUtils - retrieving city id to user city rank map for userId 2596
2012-06-20 13:20:16,597 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | UserTaskRetrieveUtils - retrieving task id to num times acted in rank map for userId 2596
2012-06-20 13:20:16,649 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | CityRetrieveUtils - retrieving all cities data
2012-06-20 13:20:16,654 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | TaskRetrieveUtils - retrieving all tasks for cityId 1
2012-06-20 13:20:16,655 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | TaskRetrieveUtils - retrieving all tasks for cityId 1
2012-06-20 13:20:16,658 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | TaskRetrieveUtils - retrieving all tasks for cityId 2
2012-06-20 13:20:16,658 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | TaskRetrieveUtils - retrieving all tasks for cityId 2
2012-06-20 13:20:16,658 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | TaskRetrieveUtils - retrieving all tasks for cityId 3
2012-06-20 13:20:16,658 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | TaskRetrieveUtils - retrieving all tasks for cityId 3
2012-06-20 13:20:16,658 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | TaskRetrieveUtils - retrieving all tasks for cityId 4
2012-06-20 13:20:16,658 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | TaskRetrieveUtils - retrieving all tasks for cityId 4
2012-06-20 13:20:16,658 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | TaskRetrieveUtils - retrieving all tasks for cityId 5
2012-06-20 13:20:16,658 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | TaskRetrieveUtils - retrieving all tasks for cityId 5
2012-06-20 13:20:16,658 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | TaskRetrieveUtils - retrieving all tasks for cityId 6
2012-06-20 13:20:16,659 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | TaskRetrieveUtils - retrieving all tasks for cityId 7
2012-06-20 13:20:16,659 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | TaskRetrieveUtils - retrieving all tasks for cityId 8
2012-06-20 13:20:16,661 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | UserQuestRetrieveUtils - retrieving unredeemed and redeemed user quests for userId 2596
2012-06-20 13:20:16,694 | DEBUG | 42d1cadaa64dbf3c3e8133e652a2df06 | /10.1.10.20 | StartupController2 | QuestRetrieveUtils - retrieving all quest data
