2012-09-17 19:55:03,363 | INFO  |  |  | main | FileSystemXmlApplicationContext - Refreshing org.springframework.context.support.FileSystemXmlApplicationContext@3c3a1834: startup date [Mon Sep 17 19:55:03 PDT 2012]; root of context hierarchy
2012-09-17 19:55:45,005 | INFO  |  |  | main | DefaultListableBeanFactory - Pre-instantiating singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@450f8ee4: defining beans [contextApplicationContextProvider,jedisPoolConfig,jedisPool,leaderBoardUtil,elasticSearch,log4jSearch,mailSender,adminAlertEmail,devops,cassandraHostConfigurator,cluster,keyspace,statsKeyspace,cassandraUtil,rollupUtil,statsWriter,hazel,connectedPlayerCount,gameEventQueue,playersByPlayerId,playersPreDatabaseByUDID,messagesForDisconnectedPlayers,playersInActionSet,scheduleTasks,serverEvents,staticDataReloadDone,playersInAction,serverMessageHandler,dataSource,dbConnection,insertUtils,updateUtils,deleteUtils,applicationUtils,transactionManager,userQuestTask,loadTestGenerator,gameEventsHandlerExecutor,outgoingGameEventsHandlerExecutor,loggingExecutor,channelInitializer,$autoCreateChannelCandidates,org.springframework.integration.internalDefaultConfiguringBeanFactoryPostProcessor,gameEventQueueChannel,org.springframework.integration.config.ServiceActivatorFactoryBean#0,org.springframework.integration.config.ConsumerEndpointFactoryBean#0,gameEventHandler,serverSocket,gameEventSerializer,inboundClient,outboundMessageChannel,org.springframework.integration.ip.tcp.TcpSendingMessageHandler#0,outboundClient,org.springframework.integration.config.ServiceActivatorFactoryBean#1,handleOutboundError,outboundErrorMessageHandler,org.springframework.integration.config.ServiceActivatorFactoryBean#2,handleSpringIntegrationError,errorMessageHandler,loggerChannelAdapter,org.springframework.integration.handler.LoggingHandler#0,loggerChannelAdapter.adapter,inboundFakeClientChannel,clientSocket,outboundFakeClientMessageChannel,org.springframework.integration.ip.tcp.TcpSendingMessageHandler#1,outboundFakeClient,inboundFakeClient,gameEventClientSerializer,outloggerChannelAdapter,org.springframework.integration.handler.LoggingHandler#1,outloggerChannelAdapter.adapter,inloggerChannelAdapter,org.springframework.integration.handler.LoggingHandler#2,inloggerChannelAdapter.adapter,availableReferralCodeRetrieveUtils,battleDetailsRetrieveUtils,IAPHistoryRetrieveUtils,marketplacePostRetrieveUtils,marketplaceTransactionRetrieveUtils,playerWallPostRetrieveUtils,buildStructJobRetrieveUtils,cityRetrieveUtils,defeatTypeJobRetrieveUtils,equipmentRetrieveUtils,levelsRequiredExperienceRetrieveUtils,neutralCityElementsRetrieveUtils,possessEquipJobRetrieveUtils,questRetrieveUtils,structureRetrieveUtils,taskEquipReqRetrieveUtils,taskRetrieveUtils,upgradeStructJobRetrieveUtils,referralsRetrieveUtils,statisticsRetrieveUtil,unhandledBlacksmithAttemptRetrieveUtils,userCityExpansionRetrieveUtils,userCityRetrieveUtils,userCritstructRetrieveUtils,userEquipRetrieveUtils,userQuestRetrieveUtils,userQuestsCompletedDefeatTypeJobsRetrieveUtils,userQuestsCompletedTasksRetrieveUtils,userQuestsDefeatTypeJobProgressRetrieveUtils,userQuestsTaskProgressRetrieveUtils,userRetrieveUtils,userStructRetrieveUtils,userTaskRetrieveUtils,adminController,armoryController,battleController,changeUserLocationController,characterModController,chatController,collectForgeEquipsController,criticalStructureActionController,earnFreeDiamondsController,enableAPNSController,equipEquipmentController,expansionWaitCompleteController,finishForgeAttemptWaittimeWithDiamondsController,finishNormStructWaittimeWithDiamondsController,forgeAttemptWaitCompleteController,generateAttackListController,inAppPurchaseController,levelUpController,loadNeutralCityController,loadPlayerCityController,logoutController,moveOrRotateNormStructureController,normStructWaitCompleteController,postOnPlayerWallController,postToMarketplaceController,purchaseCityExpansionController,purchaseFromMarketplaceController,purchaseGroupChatController,purchaseMarketplaceLicenseController,purchaseNormStructureController,questAcceptController,questRedeemController,reconnectController,redeemMarketplaceEarningsController,refillStatWaitCompleteController,refillStatWithDiamondsController,retractMarketplacePostController,retrieveCurrencyFromNormStructureController,retrieveCurrentMarketplacePostsController,retrieveLeaderboardController,retrievePlayerWallPostsController,retrieveStaticDataController,retrieveStaticDataForShopController,retrieveUserEquipForUserController,retrieveUsersForUserIdsController,sellNormStructureController,sendGroupChatController,startupController,submitEquipsToBlacksmithController,taskActionController,upgradeNormStructureController,userCreateController,userQuestDetailsController,useSkillPointController,vaultController,org.springframework.context.annotation.internalConfigurationAnnotationProcessor,org.springframework.context.annotation.internalAutowiredAnnotationProcessor,org.springframework.context.annotation.internalRequiredAnnotationProcessor,org.springframework.context.annotation.internalCommonAnnotationProcessor,org.springframework.context.annotation.internalAsyncAnnotationProcessor,org.springframework.context.annotation.internalScheduledAnnotationProcessor,controllersExecutor,apnsProperties,apnsWriter,eventWriter,serverAdmin,appGlobals,org.springframework.security.filterChains,org.springframework.security.filterChainProxy,org.springframework.security.web.DefaultSecurityFilterChain#0,org.springframework.security.web.PortMapperImpl#0,org.springframework.security.web.PortResolverImpl#0,org.springframework.security.config.authentication.AuthenticationManagerFactoryBean#0,org.springframework.security.authentication.ProviderManager#0,org.springframework.security.web.context.HttpSessionSecurityContextRepository#0,org.springframework.security.web.authentication.session.SessionFixationProtectionStrategy#0,org.springframework.security.web.savedrequest.HttpSessionRequestCache#0,org.springframework.security.access.vote.AffirmativeBased#0,org.springframework.security.web.access.intercept.FilterSecurityInterceptor#0,org.springframework.security.web.access.DefaultWebInvocationPrivilegeEvaluator#0,org.springframework.security.authentication.AnonymousAuthenticationProvider#0,org.springframework.security.web.authentication.www.BasicAuthenticationEntryPoint#0,org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter#0,org.springframework.security.userDetailsServiceFactory,org.springframework.security.web.DefaultSecurityFilterChain#1,org.springframework.security.provisioning.InMemoryUserDetailsManager#0,org.springframework.security.authentication.dao.DaoAuthenticationProvider#0,org.springframework.security.authentication.DefaultAuthenticationEventPublisher#0,org.springframework.security.authenticationManager,serverInstance,healthCheck,gameServer,org.springframework.context.annotation.ConfigurationClassPostProcessor$ImportAwareBeanPostProcessor#0,nullChannel,errorChannel,_org.springframework.integration.errorLogger,taskScheduler,org.springframework.integration.config.IdGeneratorConfigurer#0]; root of factory hierarchy
2012-09-17 19:55:45,330 | INFO  |  |  | main | plugins - [Cat-Man] loaded [], sites []
2012-09-17 19:55:45,782 | INFO  |  |  | main | Lvl6ElasticSearch - Adding elasticsearch host: robot.lvl6.com
2012-09-17 19:55:45,980 | INFO  |  |  | Cassandra-Log4J-Alive | JmxMonitor - Registering JMX me.prettyprint.cassandra.service_Test Cluster:ServiceType=hector,MonitorType=hector
2012-09-17 19:55:46,529 | INFO  |  |  | main | CassandraHostRetryService - Downed Host Retry service started with queue size -1 and retry delay 10s
2012-09-17 19:55:47,829 | INFO  |  |  | Cassandra-Log4J-Alive | plugins - [Energizer] loaded [], sites []
2012-09-17 19:55:47,859 | INFO  |  |  | Cassandra-Log4J-Alive | Lvl6ElasticSearch - Adding elasticsearch host: robot.lvl6.com
2012-09-17 19:55:50,057 | INFO  |  |  | main | RollupUtilImpl - ColumnFamily rolos exists
2012-09-17 19:55:50,417 | INFO  |  |  | main | system - [192.168.1.10]:6701 [conrad] Hazelcast Community Edition 2.2 (20120723) starting at Address[192.168.1.10]:6701
2012-09-17 19:55:50,417 | INFO  |  |  | main | system - [192.168.1.10]:6701 [conrad] Copyright (C) 2008-2012 Hazelcast.com
2012-09-17 19:55:50,425 | INFO  |  |  | main | LifecycleServiceImpl - [192.168.1.10]:6701 [conrad] Address[192.168.1.10]:6701 is STARTING
2012-09-17 19:55:50,475 | INFO  |  |  | main | TcpIpJoiner - [192.168.1.10]:6701 [conrad] Connecting to possible member: Address[192.168.1.10]:6703
2012-09-17 19:55:50,477 | INFO  |  |  | main | TcpIpJoiner - [192.168.1.10]:6701 [conrad] Connecting to possible member: Address[192.168.1.10]:6702
2012-09-17 19:55:50,509 | INFO  |  |  | pool-2-thread-1 | SocketConnector - [192.168.1.10]:6701 [conrad] Could not connect to: /192.168.1.10:6703. Reason: ConnectException[Connection refused]
2012-09-17 19:55:50,510 | INFO  |  |  | pool-2-thread-2 | SocketConnector - [192.168.1.10]:6701 [conrad] Could not connect to: /192.168.1.10:6702. Reason: ConnectException[Connection refused]
2012-09-17 19:55:51,505 | INFO  |  |  | pool-2-thread-2 | SocketConnector - [192.168.1.10]:6701 [conrad] Could not connect to: /192.168.1.10:6702. Reason: ConnectException[Connection refused]
2012-09-17 19:55:51,507 | INFO  |  |  | pool-2-thread-1 | SocketConnector - [192.168.1.10]:6701 [conrad] Could not connect to: /192.168.1.10:6703. Reason: ConnectException[Connection refused]
2012-09-17 19:55:51,507 | INFO  |  |  | hz._hzInstance_1_conrad.ServiceThread | TcpIpJoiner - [192.168.1.10]:6701 [conrad] 


Members [1] {
	Member [192.168.1.10]:6701 this
}

2012-09-17 19:55:51,530 | INFO  |  |  | main | LifecycleServiceImpl - [192.168.1.10]:6701 [conrad] Address[192.168.1.10]:6701 is STARTED
2012-09-17 19:55:51,574 | INFO  |  |  | hz._hzInstance_1_conrad.ServiceThread | PartitionManager - [192.168.1.10]:6701 [conrad] Initializing cluster partition table first arrangement...
2012-09-17 19:55:51,633 | INFO  |  |  | main | DBConnection - Setting datasource for DBConnection: JDBC URL = jdbc:mysql://kingdom-prod-1.cv5kxrel3z7x.us-east-1.rds.amazonaws.com/kingdom?useLegacyDatetimeCode=false, Username = lvl6admin, partitions = 3, max (per partition) = 20, min (per partition) = 1, helper threads = 3, idle max age = 5 min, idle test period = 1 min
2012-09-17 19:55:51,649 | INFO  |  |  | main | ThreadPoolTaskExecutor - Initializing ExecutorService 
2012-09-17 19:55:51,662 | INFO  |  |  | main | ThreadPoolTaskExecutor - Initializing ExecutorService 
2012-09-17 19:55:51,853 | INFO  |  |  | main | ServerInstance - Setting up ServerInstance: Conrads-MacBook-Air.local
2012-09-17 19:55:52,749 | INFO  |  |  | main | GameServer - Starting game server
2012-09-17 19:55:52,758 | INFO  |  |  | main | GameServer - init : Server initializing
2012-09-17 19:55:52,758 | INFO  |  |  | main | GameServer - Adding event controllers to eventControllers controllerType-->controller map
2012-09-17 19:55:52,762 | INFO  |  |  | main | MiscMethods - Reloading rare change static data
2012-09-17 19:56:04,617 | INFO  |  |  | main | GameServer - ******** GameServer running ********
2012-09-17 19:56:04,622 | INFO  |  |  | main | StatisticsRetrieveUtil - Setting datasource and creating jdbcTemplate
2012-09-17 19:56:04,697 | INFO  |  |  | main | ServerEventHandler - Adding serverEvent listener
2012-09-17 19:56:04,741 | INFO  |  |  | main | ThreadPoolTaskExecutor - Initializing ExecutorService 
2012-09-17 19:56:05,175 | INFO  |  |  | main | ServerAdmin - Setting datasource and creating jdbcTemplate
2012-09-17 19:56:05,190 | INFO  |  |  | main | DefaultSecurityFilterChain - Creating filter chain: Ant [pattern='/iddiction*'], []
2012-09-17 19:56:05,530 | INFO  |  |  | main | DefaultSecurityFilterChain - Creating filter chain: org.springframework.security.web.util.AnyRequestMatcher@1, [org.springframework.security.web.context.SecurityContextPersistenceFilter@57ee026e, org.springframework.security.web.authentication.logout.LogoutFilter@4ae1b0db, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@27222045, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@3174a615, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@6143c610, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@28807653, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@9d857eb, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@5a740a59, org.springframework.security.web.session.SessionManagementFilter@78538773, org.springframework.security.web.access.ExceptionTranslationFilter@33e1ccbc, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@2d486540]
2012-09-17 19:56:05,553 | INFO  |  |  | main | DefaultFilterChainValidator - Checking whether login URL '/spring_security_login' is accessible with your configuration
2012-09-17 19:56:05,642 | INFO  |  |  | main | ThreadPoolTaskScheduler - Initializing ExecutorService  'taskScheduler'
2012-09-17 19:56:05,667 | INFO  |  |  | main | DefaultLifecycleProcessor - Starting beans in phase -2147483648
2012-09-17 19:56:05,668 | INFO  |  |  | main | EventDrivenConsumer - Adding {service-activator} as a subscriber to the 'gameEventQueueChannel' channel
2012-09-17 19:56:05,668 | INFO  |  |  | main | ExecutorChannel - Channel 'gameEventQueueChannel' has 1 subscriber(s).
2012-09-17 19:56:05,669 | INFO  |  |  | main | EventDrivenConsumer - started org.springframework.integration.config.ConsumerEndpointFactoryBean#0
2012-09-17 19:56:05,671 | INFO  |  |  | main | TcpNioServerConnectionFactory - started serverSocket
2012-09-17 19:56:05,671 | INFO  |  |  | main | EventDrivenConsumer - Adding {ip:tcp-outbound-channel-adapter:outboundClient} as a subscriber to the 'outboundMessageChannel' channel
2012-09-17 19:56:05,671 | INFO  |  |  | main | ExecutorChannel - Channel 'outboundMessageChannel' has 1 subscriber(s).
2012-09-17 19:56:05,671 | INFO  |  |  | main | EventDrivenConsumer - started outboundClient
2012-09-17 19:56:05,671 | INFO  |  |  | main | EventDrivenConsumer - Adding {service-activator:handleOutboundError} as a subscriber to the 'outboundMessageChannel' channel
2012-09-17 19:56:05,671 | INFO  |  |  | main | ExecutorChannel - Channel 'outboundMessageChannel' has 2 subscriber(s).
2012-09-17 19:56:05,671 | INFO  |  |  | main | EventDrivenConsumer - started handleOutboundError
2012-09-17 19:56:05,672 | INFO  |  |  | main | EventDrivenConsumer - Adding {service-activator:handleSpringIntegrationError} as a subscriber to the 'errorChannel' channel
2012-09-17 19:56:05,672 | INFO  |  |  | main | PublishSubscribeChannel - Channel 'errorChannel' has 1 subscriber(s).
2012-09-17 19:56:05,672 | INFO  |  |  | main | EventDrivenConsumer - started handleSpringIntegrationError
2012-09-17 19:56:05,672 | INFO  |  |  | main | EventDrivenConsumer - Adding {logging-channel-adapter:loggerChannelAdapter.adapter} as a subscriber to the 'loggerChannelAdapter' channel
2012-09-17 19:56:05,672 | INFO  |  |  | main | DirectChannel - Channel 'loggerChannelAdapter' has 1 subscriber(s).
2012-09-17 19:56:05,672 | INFO  |  |  | main | EventDrivenConsumer - started loggerChannelAdapter.adapter
2012-09-17 19:56:05,672 | INFO  |  |  | main | TcpNetClientConnectionFactory - started clientSocket
2012-09-17 19:56:05,673 | INFO  |  |  | main | EventDrivenConsumer - Adding {ip:tcp-outbound-channel-adapter:outboundFakeClient} as a subscriber to the 'outboundFakeClientMessageChannel' channel
2012-09-17 19:56:05,673 | INFO  |  |  | main | DirectChannel - Channel 'outboundFakeClientMessageChannel' has 1 subscriber(s).
2012-09-17 19:56:05,673 | INFO  |  |  | main | EventDrivenConsumer - started outboundFakeClient
2012-09-17 19:56:05,673 | INFO  |  |  | main | EventDrivenConsumer - Adding {logging-channel-adapter:outloggerChannelAdapter.adapter} as a subscriber to the 'outloggerChannelAdapter' channel
2012-09-17 19:56:05,673 | INFO  |  |  | main | DirectChannel - Channel 'outloggerChannelAdapter' has 1 subscriber(s).
2012-09-17 19:56:05,673 | INFO  |  |  | main | EventDrivenConsumer - started outloggerChannelAdapter.adapter
2012-09-17 19:56:05,673 | INFO  |  |  | main | EventDrivenConsumer - Adding {logging-channel-adapter:inloggerChannelAdapter.adapter} as a subscriber to the 'inloggerChannelAdapter' channel
2012-09-17 19:56:05,673 | INFO  |  |  | main | DirectChannel - Channel 'inloggerChannelAdapter' has 1 subscriber(s).
2012-09-17 19:56:05,673 | INFO  |  |  | main | EventDrivenConsumer - started inloggerChannelAdapter.adapter
2012-09-17 19:56:05,673 | INFO  |  |  | main | EventDrivenConsumer - Adding {logging-channel-adapter:_org.springframework.integration.errorLogger} as a subscriber to the 'errorChannel' channel
2012-09-17 19:56:05,674 | INFO  |  |  | controllersExecutor-1 | TcpNioServerConnectionFactory - Listening on port 10001
2012-09-17 19:56:05,676 | INFO  |  |  | main | PublishSubscribeChannel - Channel 'errorChannel' has 2 subscriber(s).
2012-09-17 19:56:05,680 | INFO  |  |  | main | EventDrivenConsumer - started _org.springframework.integration.errorLogger
2012-09-17 19:56:05,680 | INFO  |  |  | main | DefaultLifecycleProcessor - Starting beans in phase 0
2012-09-17 19:56:05,680 | INFO  |  |  | main | TcpNioServerConnectionFactory - started serverSocket
2012-09-17 19:56:05,680 | INFO  |  |  | main | TcpReceivingChannelAdapter - started inboundClient
2012-09-17 19:56:05,681 | INFO  |  |  | main | TcpNetClientConnectionFactory - started clientSocket
2012-09-17 19:56:05,681 | INFO  |  |  | main | TcpReceivingChannelAdapter - started inboundFakeClient
2012-09-17 20:00:00,001 | INFO  |  |  | task-scheduler-2 | StatsWriterImpl - Saving stats for hour
2012-09-17 20:00:00,022 | INFO  |  |  | task-scheduler-2 | StatsWriterImpl - Setting stats for period: hour and time: 1347937200022
2012-09-17 20:00:00,187 | INFO  |  |  | task-scheduler-2 | StatisticsRetrieveUtil - Executing: select count(*) from users where last_login > '2012.09.16 20:00:00'
2012-09-17 20:00:00,360 | INFO  |  |  | task-scheduler-2 | StatisticsRetrieveUtil - Executing: select count(*) from users where last_login > '2012.09.10 20:00:00'
2012-09-17 20:00:01,573 | INFO  |  |  | task-scheduler-2 | StatsWriterImpl - Saving stat: 
RollupEntry [key=averageSilverPerPlayer:hour, column=1347937200022, value=546]
2012-09-17 20:00:01,574 | INFO  |  |  | task-scheduler-2 | StatsWriterImpl - Saving stat: 
RollupEntry [key=sumOfDiamondsInWorld:hour, column=1347937200022, value=257922]
2012-09-17 20:00:01,574 | INFO  |  |  | task-scheduler-2 | StatsWriterImpl - Saving stat: 
RollupEntry [key=sumOfInAppPurchases:hour, column=1347937200022, value=11477]
2012-09-17 20:00:01,574 | INFO  |  |  | task-scheduler-2 | StatsWriterImpl - Saving stat: 
RollupEntry [key=countNumberKiipRewardsRedeemed:hour, column=1347937200022, value=1640]
2012-09-17 20:00:01,574 | INFO  |  |  | task-scheduler-2 | StatsWriterImpl - Saving stat: 
RollupEntry [key=connectedPlayersCount:hour, column=1347937200022, value=0]
2012-09-17 20:00:01,575 | ERROR |  |  | task-scheduler-2 | StatsWriterImpl - Error setting RollupEntry
java.lang.NumberFormatException: For input string: "class com.lvl6.ui.admin.components.ApplicationStats"
	at java.lang.NumberFormatException.forInputString(NumberFormatException.java:48)
	at java.lang.Long.parseLong(Long.java:410)
	at java.lang.Long.valueOf(Long.java:525)
	at com.lvl6.stats.StatsWriterImpl.stats(StatsWriterImpl.java:143)
	at com.lvl6.stats.StatsWriterImpl.saveStats(StatsWriterImpl.java:100)
	at com.lvl6.stats.StatsWriterImpl.hourlyStats(StatsWriterImpl.java:122)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
	at java.lang.reflect.Method.invoke(Method.java:597)
	at org.springframework.scheduling.support.ScheduledMethodRunnable.run(ScheduledMethodRunnable.java:64)
	at org.springframework.scheduling.support.DelegatingErrorHandlingRunnable.run(DelegatingErrorHandlingRunnable.java:53)
	at org.springframework.scheduling.concurrent.ReschedulingRunnable.run(ReschedulingRunnable.java:81)
	at java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:441)
	at java.util.concurrent.FutureTask$Sync.innerRun(FutureTask.java:303)
	at java.util.concurrent.FutureTask.run(FutureTask.java:138)
	at java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.access$301(ScheduledThreadPoolExecutor.java:98)
	at java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.run(ScheduledThreadPoolExecutor.java:206)
	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:886)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:908)
	at java.lang.Thread.run(Thread.java:680)
2012-09-17 20:00:01,580 | INFO  |  |  | task-scheduler-2 | StatsWriterImpl - Saving stat: 
RollupEntry [key=countMarketplacePosts:hour, column=1347937200022, value=23206]
2012-09-17 20:00:01,580 | INFO  |  |  | task-scheduler-2 | StatsWriterImpl - Saving stat: 
RollupEntry [key=loggedInToday:hour, column=1347937200022, value=1584]
2012-09-17 20:00:01,580 | INFO  |  |  | task-scheduler-2 | StatsWriterImpl - Saving stat: 
RollupEntry [key=countMarketplaceTransactions:hour, column=1347937200022, value=57613]
2012-09-17 20:00:01,580 | INFO  |  |  | task-scheduler-2 | StatsWriterImpl - Saving stat: 
RollupEntry [key=loggedInThisWeek:hour, column=1347937200022, value=2788]
2012-09-17 20:00:01,580 | INFO  |  |  | task-scheduler-2 | StatsWriterImpl - Saving stat: 
RollupEntry [key=totalInAppPurchases:hour, column=1347937200022, value=758]
2012-09-17 20:00:01,580 | INFO  |  |  | task-scheduler-2 | StatsWriterImpl - Saving stat: 
RollupEntry [key=totalPlayersCount:hour, column=1347937200022, value=30723]
2012-09-17 20:00:01,580 | INFO  |  |  | task-scheduler-2 | StatsWriterImpl - Saving stat: 
RollupEntry [key=percentageOfPlayersPaying:hour, column=1347937200022, value=0]
2012-09-17 20:00:01,580 | INFO  |  |  | task-scheduler-2 | StatsWriterImpl - Saving stat: 
RollupEntry [key=sumOfSilverInWorld:hour, column=1347937200022, value=16797365]
2012-09-17 20:00:01,581 | INFO  |  |  | task-scheduler-2 | StatsWriterImpl - Saving stat: 
RollupEntry [key=afterAppleTax:hour, column=1347937200022, value=8033]
2012-09-17 20:00:01,581 | INFO  |  |  | task-scheduler-2 | StatsWriterImpl - Saving stat: 
RollupEntry [key=totalPayingPlayers:hour, column=1347937200022, value=251]
2012-09-17 20:00:01,581 | INFO  |  |  | task-scheduler-2 | RollupUtilImpl - Adding rollup entries: 15
2012-09-17 20:21:18,571 | INFO  |  |  | pool-1-thread-13 | transport - [Energizer] failed to get node info for [#transport#-1][inet[robot.lvl6.com/5.9.28.212:9300]], disconnecting...
org.elasticsearch.transport.ReceiveTimeoutTransportException: [][inet[robot.lvl6.com/5.9.28.212:9300]][cluster/nodes/info] request_id [377] timed out after [5011ms]
	at org.elasticsearch.transport.TransportService$TimeoutHandler.run(TransportService.java:347)
	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:886)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:908)
	at java.lang.Thread.run(Thread.java:680)
